Platform,WorkLoad,SubWorkLoad,SubWorkLoadScenario,Description,Action Type,Telemetry all,action_gesture,module_name,module_type,action_outcome,panel_type,action_scenario,action_scenario_type,action_subWorkLoad,thread_type,databag.rsvp,module_summary,target_thread_type,databag.meeting_rsvp,databag.is_toggle_on,databag.community_rsvp,main_entity_type,main_slot_app,eventInfo.identifier,databag.action_type,subNav_entity_type
Web,Collab Action,Meeting,Meeting - Inviting people inside a meeting,"Join the meeting and go to the ""People"" menu. Click on it, search for the participant's name, and send a request for them to join.",secondary,"[00000000-0000-0000-cf15-1bba42ff276c] - CID[main] BILogger: Analytics: EventType: panelaction
v2/?clientexperience=t2&ring=general:6 [00000000-0000-0000-cf15-1bba42ff276c] - CID[main] BILogger: Analytics: Type: CallingRosterParticipantsSearchPanel
v2/?clientexperience=t2&ring=general:6 [00000000-0000-0000-cf15-1bba42ff276c] - CID[main] BILogger: Analytics: Payload: {""mainEntityAction"":""view"",""mainEntityType"":""calls"",""mainSlotApp"":""Calls"",""DataBag.callType"":""scheduledPrivateMeeting"",""DataBag.userMeetingRole"":""organizer"",""DataBag.participantId"":""644a65b8-7fdd-4602-bb28-f7e5f59780b1"",""DataBag.callId"":""f9432dfa-67a8-4fa0-a035-13bfe54a7fae"",""DataBag.correlationId"":""94cbf45a-dd33-4f1c-aee0-dcd647a5e9ac"",""Extensibility.userType"":""Unknown"",""Action.Gesture"":""click"",""Action.InputDelay"":1.900000000372529,""Action.Outcome"":""nav"",""Action.Scenario"":""nudgeParticipantFromSearch"",""Module.Name"":""addParticipantFromSearchButton"",""Panel.Region"":""popover"",""Panel.Type"":""CallingRosterParticipantsSearchPanel"",""Call.Id"":""f9432dfa-67a8-4fa0-a035-13bfe54a7fae"",""Participant.Id"":""644a65b8-7fdd-4602-bb28-f7e5f59780b1"",""EventInfo.Identifier"":""addParticipantFromSearchButton_click_nudgeParticipantFromSearch"",""Entity.Type"":""roster"",""Panel.WindowID"":""main"",""EventInfo.CorrelationId"":""Core-7b4df0de-e6b1-4d2b-b2b7-6682a1497bdc"",""Window.Focus"":""foreground"",""Window.Status"":""maximized"",""Window.Height"":665,""Window.Width"":892,""Window.ViewportContext"":""primary"",""UserInfo.Id"":""00000000-0000-0000-cf15-1bba42ff276c"",""UserInfo.TenantId"":""9188040d-6c67-4c5b-b112-36a304b66dad"",""UserInfo.Ring"":""general"",""UserInfo.ETag"":""\""qyQRjjx2SjsaJO581PV4FezxcnA02iV7RAuecokxxCo=\"""",""UserInfo.HostETag"":"""",""AppInfo.ExpIds"":""P-E-1289465-C1-4,P-E-1282684-3-5,P-E-1280975-2-4,P-E-1269436-2-9,P-E-1271912-2-4,P-E-1257067-2-9,P-E-1258037-C1-4,P-E-1258036-C1-4,P-E-1250946-4-4,P-E-1240106-2-9,P-E-1230612-4-4,P-E-1050530-C3-6,P-E-1046829-4-4,P-E-1006513-4-4,P-E-1103363-2-5"",""AppInfo.ExpRolloutIds"":"""",""AppInfo.Environment"":""life""}",click,addParticipantFromSearchButton,,nav,CallingRosterParticipantsSearchPanel,nudgeParticipantFromSearch,,,,,,,,,,calls,Calls,addParticipantFromSearchButton_click_nudgeParticipantFromSearch,,
Web,Collab Action,Meeting,Meeting - Joining through meeting id,Join the meeting using the meeting ID shared in the chat.,Primary,"[00000000-0000-0000-cf15-1bba42ff276c] - CID[main] BILogger: Analytics: EventType: panelaction
v2/?clientexperience=t2&ring=general:6 [00000000-0000-0000-cf15-1bba42ff276c] - CID[main] BILogger: Analytics: Type: callingScreen
v2/?clientexperience=t2&ring=general:6 [00000000-0000-0000-cf15-1bba42ff276c] - CID[main] BILogger: Analytics: Payload: {""mainEntityAction"":""view"",""mainEntityType"":""calls"",""mainSlotApp"":""Calls"",""DataBag.callType"":""scheduledPrivateMeeting"",""DataBag.correlationId"":""b745057a-2522-4a3a-9c1f-69d02ecb8e88"",""Action.Gesture"":""click"",""Action.InputDelay"":74.19999992847443,""Action.Outcome"":""joinMeeting"",""Action.Scenario"":""joinOnPreJoinScreen"",""Action.ScenarioType"":""preJoin"",""Module.Name"":""joinMeetingButton"",""Panel.Region"":""main"",""Panel.Type"":""callingScreen"",""Call.Id"":"""",""Participant.Id"":"""",""EventInfo.Identifier"":""joinMeetingButton_click_joinOnPreJoinScreen"",""Entity.Type"":""calls"",""Panel.WindowID"":""main"",""EventInfo.CorrelationId"":""Core-2e254c97-eb9e-4247-b962-d0976487db52"",""Window.Focus"":""foreground"",""Window.Status"":""maximized"",""Window.Height"":665,""Window.Width"":892,""Window.ViewportContext"":""primary"",""UserInfo.Id"":""00000000-0000-0000-cf15-1bba42ff276c"",""UserInfo.TenantId"":""9188040d-6c67-4c5b-b112-36a304b66dad"",""UserInfo.Ring"":""general"",""UserInfo.ETag"":""\""AjAizwoI3vgZiqPvdNCDVBXYMSC5gdlwcKxMeoYtNfg=\"""",""UserInfo.HostETag"":"""",""AppInfo.ExpIds"":""P-E-1289465-C1-4,P-E-1282684-3-5,P-E-1280975-2-4,P-E-1269436-2-9,P-E-1271912-2-4,P-E-1257067-2-9,P-E-1258037-C1-4,P-E-1258036-C1-4,P-E-1250946-4-4,P-E-1240106-2-9,P-E-1230612-4-4,P-E-1050530-C3-6,P-E-1046829-4-4,P-E-1006513-4-4,P-E-1103363-2-5"",""AppInfo.ExpRolloutIds"":"""",""AppInfo.Environment"":""life""}",click,joinMeetingButton,,joinMeeting,callingScreen,joinOnPreJoinScreen,preJoin,,,,,,,,,calls,Calls,joinMeetingButton_click_joinOnPreJoinScreen,,
Web,Collab Action,Meeting,Meeting - Joining through meeting id,Join the meeting using the meeting ID shared in the chat.,Primary,"[00000000-0000-0000-cf15-1bba42ff276c] - CID[main] BILogger: Analytics: EventType: panelaction
v2/?clientexperience=t2&ring=general:6 [00000000-0000-0000-cf15-1bba42ff276c] - CID[main] BILogger: Analytics: Type: callingScreen
v2/?clientexperience=t2&ring=general:6 [00000000-0000-0000-cf15-1bba42ff276c] - CID[main] BILogger: Analytics: Payload: {""mainEntityAction"":""view"",""mainEntityType"":""calls"",""mainSlotApp"":""Calls"",""DataBag.callType"":""scheduledPrivateMeeting"",""DataBag.correlationId"":""b745057a-2522-4a3a-9c1f-69d02ecb8e88"",""Action.Gesture"":""click"",""Action.InputDelay"":74.19999992847443,""Action.Outcome"":""joinMeeting"",""Action.Scenario"":""joinOnPreJoinScreen"",""Action.ScenarioType"":""preJoin"",""Module.Name"":""joinMeetingButton"",""Panel.Region"":""main"",""Panel.Type"":""callingScreen"",""Call.Id"":"""",""Participant.Id"":"""",""EventInfo.Identifier"":""joinMeetingButton_click_joinOnPreJoinScreen"",""Entity.Type"":""calls"",""Panel.WindowID"":""main"",""EventInfo.CorrelationId"":""Core-2e254c97-eb9e-4247-b962-d0976487db52"",""Window.Focus"":""foreground"",""Window.Status"":""maximized"",""Window.Height"":665,""Window.Width"":892,""Window.ViewportContext"":""primary"",""UserInfo.Id"":""00000000-0000-0000-cf15-1bba42ff276c"",""UserInfo.TenantId"":""9188040d-6c67-4c5b-b112-36a304b66dad"",""UserInfo.Ring"":""general"",""UserInfo.ETag"":""\""AjAizwoI3vgZiqPvdNCDVBXYMSC5gdlwcKxMeoYtNfg=\"""",""UserInfo.HostETag"":"""",""AppInfo.ExpIds"":""P-E-1289465-C1-4,P-E-1282684-3-5,P-E-1280975-2-4,P-E-1269436-2-9,P-E-1271912-2-4,P-E-1257067-2-9,P-E-1258037-C1-4,P-E-1258036-C1-4,P-E-1250946-4-4,P-E-1240106-2-9,P-E-1230612-4-4,P-E-1050530-C3-6,P-E-1046829-4-4,P-E-1006513-4-4,P-E-1103363-2-5"",""AppInfo.ExpRolloutIds"":"""",""AppInfo.Environment"":""life""}",click,joinMeetingButton,,joinMeeting,callingScreen,joinOnPreJoinScreen,preJoin,,,,,,,,,calls,Calls,joinMeetingButton_click_joinOnPreJoinScreen,,
Web,Collab Action,Meeting,Community event - Joining through post,Navigate to the community posts section where you can view the events. Click on the event you wish to join,Primary,No telemetry,,,,,,,,,,,,,,,,,,,,
Web,Collab Action,Meeting,Community event - Joining through activity,"In the activity tab,click on the join button in the event listed in the page ",secondary,"[00000000-0000-0000-cf15-1bba42ff276c] - CID[main] BILogger: Analytics: EventType: panelaction
v2/?clientexperience=t2&ring=general:6 [00000000-0000-0000-cf15-1bba42ff276c] - CID[main] BILogger: Analytics: Type: Calendar
v2/?clientexperience=t2&ring=general:6 [00000000-0000-0000-cf15-1bba42ff276c] - CID[main] BILogger: Analytics: Payload: {""mainEntityAction"":""view"",""mainEntityType"":""communitiesevents"",""subNavEntityType"":""activity"",""mainSlotApp"":""CommunitiesApp"",""Action.Gesture"":""click"",""Action.Outcome"":""submit"",""Action.Scenario"":""joinMainMeeting"",""Action.ScenarioType"":""Mtg_Calndr_Grid"",""Module.Name"":""joinMeetingButton"",""Module.Type"":""button"",""Panel.Region"":""main"",""Panel.Type"":""Calendar"",""EventInfo.Identifier"":""joinMeetingButton_button_click_joinMainMeeting"",""Entity.Type"":""communitiesevents"",""DataBag.actionType"":""JoinOnline"",""DataBag.calendarType"":""User"",""Calendar.mailboxType"":""Group"",""DataBag.calendarSource"":""calendar_agenda_view_event_card"",""DataBag.teamId"":""19:57pLyNx48K5Ye0mjEuw0Mrt4y_esoQsOHvC4HhVd8ps1@thread.v2"",""Panel.WindowID"":""main"",""EventInfo.CorrelationId"":""Core-7b4df0de-e6b1-4d2b-b2b7-6682a1497bdc"",""Window.Focus"":""foreground"",""Window.Status"":""maximized"",""Window.Height"":665,""Window.Width"":929,""Window.ViewportContext"":""primary"",""UserInfo.Id"":""00000000-0000-0000-cf15-1bba42ff276c"",""UserInfo.TenantId"":""9188040d-6c67-4c5b-b112-36a304b66dad"",""UserInfo.Ring"":""general"",""UserInfo.ETag"":""\""qyQRjjx2SjsaJO581PV4FezxcnA02iV7RAuecokxxCo=\"""",""UserInfo.HostETag"":"""",""AppInfo.ExpIds"":""P-E-1289465-C1-4,P-E-1282684-3-5,P-E-1280975-2-4,P-E-1269436-2-9,P-E-1271912-2-4,P-E-1257067-2-9,P-E-1258037-C1-4,P-E-1258036-C1-4,P-E-1250946-4-4,P-E-1240106-2-9,P-E-1230612-4-4,P-E-1050530-C3-6,P-E-1046829-4-4,P-E-1006513-4-4,P-E-1103363-2-5"",""AppInfo.ExpRolloutIds"":"""",""AppInfo.Environment"":""life""}",click,joinMeetingButton,button,submit,Calendar,joinMainMeeting,Mtg_Calndr_Grid,,,,,,,,,communitiesevents,CommunitiesApp,joinMeetingButton_button_click_joinMainMeeting,JoinOnline,activity
Web,Collab Action,Meeting,Community event - Joining through activity,"In the activity tab,click on the join button in the event listed in the page ",Primary,"[00000000-0000-0000-cf15-1bba42ff276c] - CID[main] BILogger: Analytics: EventType: panelaction
v2/?clientexperience=t2&ring=general:6 [00000000-0000-0000-cf15-1bba42ff276c] - CID[main] BILogger: Analytics: Type: callingScreen
v2/?clientexperience=t2&ring=general:6 [00000000-0000-0000-cf15-1bba42ff276c] - CID[main] BILogger: Analytics: Payload: {""mainEntityAction"":""view"",""mainEntityType"":""calls"",""mainSlotApp"":""Calls"",""DataBag.callType"":""scheduledPrivateMeeting"",""DataBag.correlationId"":""2c4d9d11-8748-4976-823a-6e67cddf233c"",""CMD.isGCPBotPresent"":false,""Action.Gesture"":""click"",""Action.InputDelay"":242.80000000074506,""Action.Outcome"":""joinMeeting"",""Action.Scenario"":""joinOnPreJoinScreen"",""Action.ScenarioType"":""preJoin"",""Module.Name"":""joinMeetingButton"",""Panel.Region"":""main"",""Panel.Type"":""callingScreen"",""Call.Id"":"""",""Participant.Id"":"""",""EventInfo.Identifier"":""joinMeetingButton_click_joinOnPreJoinScreen"",""Entity.Type"":""calls"",""Panel.WindowID"":""main"",""EventInfo.CorrelationId"":""Core-7b4df0de-e6b1-4d2b-b2b7-6682a1497bdc"",""Window.Focus"":""foreground"",""Window.Status"":""maximized"",""Window.Height"":665,""Window.Width"":929,""Window.ViewportContext"":""primary"",""UserInfo.Id"":""00000000-0000-0000-cf15-1bba42ff276c"",""UserInfo.TenantId"":""9188040d-6c67-4c5b-b112-36a304b66dad"",""UserInfo.Ring"":""general"",""UserInfo.ETag"":""\""qyQRjjx2SjsaJO581PV4FezxcnA02iV7RAuecokxxCo=\"""",""UserInfo.HostETag"":"""",""AppInfo.ExpIds"":""P-E-1289465-C1-4,P-E-1282684-3-5,P-E-1280975-2-4,P-E-1269436-2-9,P-E-1271912-2-4,P-E-1257067-2-9,P-E-1258037-C1-4,P-E-1258036-C1-4,P-E-1250946-4-4,P-E-1240106-2-9,P-E-1230612-4-4,P-E-1050530-C3-6,P-E-1046829-4-4,P-E-1006513-4-4,P-E-1103363-2-5"",""AppInfo.ExpRolloutIds"":"""",""AppInfo.Environment"":""life""}",click,joinMeetingButton,,joinMeeting,callingScreen,joinOnPreJoinScreen,preJoin,,,,,,,,,calls,Calls,joinMeetingButton_click_joinOnPreJoinScreen,,
Web,Collab Action,Meeting,Community event - Joining through calender,Join the event from the calendar tab by clicking join button,Primary,"[00000000-0000-0000-cf15-1bba42ff276c] - CID[main] BILogger: Analytics: EventType: panelaction
v2/?clientexperience=t2&ring=general:6 [00000000-0000-0000-cf15-1bba42ff276c] - CID[main] BILogger: Analytics: Type: Calendar
v2/?clientexperience=t2&ring=general:6 [00000000-0000-0000-cf15-1bba42ff276c] - CID[main] BILogger: Analytics: Payload: {""mainEntityAction"":""view"",""mainEntityType"":""communitiesevents"",""subNavEntityType"":""communitiesevents"",""mainSlotApp"":""CommunitiesApp"",""Action.Gesture"":""click"",""Action.Outcome"":""submit"",""Action.Scenario"":""joinMainMeeting"",""Action.ScenarioType"":""Mtg_Calndr_Grid"",""Module.Name"":""joinMeetingButton"",""Module.Type"":""button"",""Panel.Region"":""main"",""Panel.Type"":""Calendar"",""EventInfo.Identifier"":""joinMeetingButton_button_click_joinMainMeeting"",""Entity.Type"":""communitiesevents"",""DataBag.actionType"":""JoinOnline"",""DataBag.calendarType"":""User"",""Calendar.mailboxType"":""Group"",""DataBag.calendarSource"":""calendar_agenda_view_event_card"",""DataBag.teamId"":""19:fBf1hd8uLqf0E5Y2uyhruCGbSb6bU5wFVBXDuAhnNck1@thread.v2"",""Panel.WindowID"":""main"",""EventInfo.CorrelationId"":""Core-7b4df0de-e6b1-4d2b-b2b7-6682a1497bdc"",""Window.Focus"":""foreground"",""Window.Status"":""maximized"",""Window.Height"":665,""Window.Width"":929,""Window.ViewportContext"":""primary"",""UserInfo.Id"":""00000000-0000-0000-cf15-1bba42ff276c"",""UserInfo.TenantId"":""9188040d-6c67-4c5b-b112-36a304b66dad"",""UserInfo.Ring"":""general"",""UserInfo.ETag"":""\""qyQRjjx2SjsaJO581PV4FezxcnA02iV7RAuecokxxCo=\"""",""UserInfo.HostETag"":"""",""AppInfo.ExpIds"":""P-E-1289465-C1-4,P-E-1282684-3-5,P-E-1280975-2-4,P-E-1269436-2-9,P-E-1271912-2-4,P-E-1257067-2-9,P-E-1258037-C1-4,P-E-1258036-C1-4,P-E-1250946-4-4,P-E-1240106-2-9,P-E-1230612-4-4,P-E-1050530-C3-6,P-E-1046829-4-4,P-E-1006513-4-4,P-E-1103363-2-5"",""AppInfo.ExpRolloutIds"":"""",""AppInfo.Environment"":""life""}",click,joinMeetingButton,button,submit,Calendar,joinMainMeeting,Mtg_Calndr_Grid,,,,,,,,,communitiesevents,CommunitiesApp,joinMeetingButton_button_click_joinMainMeeting,JoinOnline,communitiesevents
Web,Collab Action,Meeting,Community event - Joining through calender,Join the event from the calendar tab by clicking join button,secondary,"[00000000-0000-0000-cf15-1bba42ff276c] - CID[main] BaseAnalyticsProvider: Analytics: EventType: panelaction
v2/?clientexperience=t2&ring=general:6 [00000000-0000-0000-cf15-1bba42ff276c] - CID[main] BaseAnalyticsProvider: Analytics: Type: undefined
v2/?clientexperience=t2&ring=general:6 [00000000-0000-0000-cf15-1bba42ff276c] - CID[main] BaseAnalyticsProvider: Analytics: Payload: {""mainEntityAction"":""view"",""mainEntityType"":""communitiescreateevent"",""mainSlotApp"":""CommunitiesApp"",""Action.Gesture"":""click"",""Action.Outcome"":""submit"",""Action.Scenario"":""calendarCreateEvent"",""Action.ScenarioType"":""Mtg_Create_Update"",""Module.Name"":""scheduleMeetingButton"",""Module.Type"":""button"",""Team.Id"":""19:fBf1hd8uLqf0E5Y2uyhruCGbSb6bU5wFVBXDuAhnNck1@thread.v2"",""Team.OfficeGroupId"":""c8c90000-e3a0-6256-0000-000000000000@84df9e7f-e9f6-40af-b435-aaaaaaaaaaaa"",""EventInfo.Identifier"":""scheduleMeetingButton_button_click_calendarCreateEvent"",""DataBag.calendarSource"":""send_button"",""DataBag.calendarType"":""User"",""DataBag.dataFetched"":false,""DataBag.displayMode"":""Create"",""DataBag.eventType"":""Single"",""DataBag.hasAttachments"":false,""DataBag.hasExternalAttendees"":false,""DataBag.isAllDayEvent"":false,""DataBag.isCancelled"":false,""DataBag.isFormEdited"":true,""DataBag.isEventEncrypted"":false,""DataBag.isEventDecryptionFailed"":false,""DataBag.isCopyDisabledBySensitivity"":false,""DataBag.isForwardDisabledBySensitivity"":false,""DataBag.isOnlineMeeting"":true,""DataBag.meetingCategories"":0,""DataBag.meetingDuration"":30,""DataBag.meetingType"":""Channel"",""DataBag.numberOfClassicalAttachments"":0,""DataBag.numberOfCloudAttachments"":0,""DataBag.numberOfLocation"":0,""DataBag.numberOfOptionalAttendees"":0,""DataBag.numberOfRequiredAttendees"":0,""Calendar.numberOfFederatedInvitees"":0,""Calendar.numberOfConsumerInvitees"":0,""Calendar.numberOfUnresolvedInvitees"":0,""Calendar.numberOfAnonymousInvitees"":0,""DataBag.numberOfAttendeesWithDifferentTimezone"":0,""DataBag.isSensitivityLabelPresent"":false,""DataBag.tabId"":""Details"",""DataBag.tabType"":""Details"",""DataBag.teamId"":""19:fBf1hd8uLqf0E5Y2uyhruCGbSb6bU5wFVBXDuAhnNck1@thread.v2"",""DataBag.inviteAllMembers"":false,""Calendar.numberOfVirtualAppointmentGuests"":0,""Calendar.virtualAppointmentGuestsCountryCodes"":[],""Calendar.isVirtualAppointmentSmsEligible"":false,""Panel.WindowID"":""main"",""EventInfo.CorrelationId"":""Core-7b4df0de-e6b1-4d2b-b2b7-6682a1497bdc"",""Window.Focus"":""foreground"",""Window.Status"":""maximized"",""Window.Height"":665,""Window.Width"":929,""Window.ViewportContext"":""primary"",""UserInfo.Id"":""00000000-0000-0000-cf15-1bba42ff276c"",""UserInfo.TenantId"":""9188040d-6c67-4c5b-b112-36a304b66dad"",""UserInfo.Ring"":""general"",""UserInfo.ETag"":""\""qyQRjjx2SjsaJO581PV4FezxcnA02iV7RAuecokxxCo=\"""",""UserInfo.HostETag"":"""",""AppInfo.ExpIds"":""P-E-1289465-C1-4,P-E-1282684-3-5,P-E-1280975-2-4,P-E-1269436-2-9,P-E-1271912-2-4,P-E-1257067-2-9,P-E-1258037-C1-4,P-E-1258036-C1-4,P-E-1250946-4-4,P-E-1240106-2-9,P-E-1230612-4-4,P-E-1050530-C3-6,P-E-1046829-4-4,P-E-1006513-4-4,P-E-1103363-2-5"",""AppInfo.ExpRolloutIds"":"""",""AppInfo.Environment"":""life""}",click,scheduleMeetingButton,button,submit,,calendarCreateEvent,Mtg_Create_Update,,,,,,,,,communitiescreateevent,CommunitiesApp,scheduleMeetingButton_button_click_calendarCreateEvent,,
Web,Collab Action,Meeting,Meeting - Joining through meeting id,"In the calendar tab,click on the # Join with an ID option to join the meet",Primary,"[00000000-0000-0000-cf15-1bba42ff276c] - CID[main] BILogger: Analytics: EventType: panelaction
v2/?clientexperience=t2&ring=general:6 [00000000-0000-0000-cf15-1bba42ff276c] - CID[main] BILogger: Analytics: Type: Calendar
v2/?clientexperience=t2&ring=general:6 [00000000-0000-0000-cf15-1bba42ff276c] - CID[main] BILogger: Analytics: Payload: {""mainEntityAction"":""view"",""mainEntityType"":""calendar"",""mainSlotApp"":""CalendarApp"",""Action.Gesture"":""click"",""Action.InputDelay"":52.599999997764826,""Action.Outcome"":""submit"",""Action.Scenario"":""joinMeetingFromCodeClick"",""Action.ScenarioType"":""meetup"",""Module.Name"":""joinMeetingFromCodeClick"",""Module.Type"":""button"",""Panel.Region"":""main"",""Panel.Type"":""Calendar"",""EventInfo.Identifier"":""joinMeetingFromCodeClick_button_click_joinMeetingFromCodeClick"",""Entity.Type"":""calendar"",""Panel.WindowID"":""main"",""EventInfo.CorrelationId"":""Core-7b4df0de-e6b1-4d2b-b2b7-6682a1497bdc"",""Window.Focus"":""foreground"",""Window.Status"":""maximized"",""Window.Height"":665,""Window.Width"":929,""Window.ViewportContext"":""primary"",""UserInfo.Id"":""00000000-0000-0000-cf15-1bba42ff276c"",""UserInfo.TenantId"":""9188040d-6c67-4c5b-b112-36a304b66dad"",""UserInfo.Ring"":""general"",""UserInfo.ETag"":""\""qyQRjjx2SjsaJO581PV4FezxcnA02iV7RAuecokxxCo=\"""",""UserInfo.HostETag"":"""",""AppInfo.ExpIds"":""P-E-1289465-C1-4,P-E-1282684-3-5,P-E-1280975-2-4,P-E-1269436-2-9,P-E-1271912-2-4,P-E-1257067-2-9,P-E-1258037-C1-4,P-E-1258036-C1-4,P-E-1250946-4-4,P-E-1240106-2-9,P-E-1230612-4-4,P-E-1050530-C3-6,P-E-1046829-4-4,P-E-1006513-4-4,P-E-1103363-2-5"",""AppInfo.ExpRolloutIds"":"""",""AppInfo.Environment"":""life""}",click,joinMeetingFromCodeClick,button,submit,Calendar,joinMeetingFromCodeClick,meetup,,,,,,,,,calendar,CalendarApp,joinMeetingFromCodeClick_button_click_joinMeetingFromCodeClick,,
Web,Collab Action,Meeting,Community event - Joining through calender,Join the event from the calendar tab by clicking join button,secondary,"[00000000-0000-0000-cf15-1bba42ff276c] - CID[main] BILogger: Analytics: EventType: panelaction
v2/?clientexperience=t2&ring=general:6 [00000000-0000-0000-cf15-1bba42ff276c] - CID[main] BILogger: Analytics: Type: Calendar
v2/?clientexperience=t2&ring=general:6 [00000000-0000-0000-cf15-1bba42ff276c] - CID[main] BILogger: Analytics: Payload: {""mainEntityAction"":""view"",""mainEntityType"":""calendar"",""mainSlotApp"":""CalendarApp"",""Action.Gesture"":""click"",""Action.InputDelay"":2.100000001490116,""Action.Outcome"":""submit"",""Action.Scenario"":""joinMeetingFromCalendarEventCard"",""Action.ScenarioType"":""meetup"",""Module.Name"":""calendarEventCardMeetingJoinButton"",""Module.Type"":""button"",""Panel.Region"":""main"",""Panel.Type"":""Calendar"",""EventInfo.Identifier"":""calendarEventCardMeetingJoinButton_button_click_joinMeetingFromCalendarEventCard"",""Entity.Type"":""calendar"",""Panel.WindowID"":""main"",""EventInfo.CorrelationId"":""Core-7b4df0de-e6b1-4d2b-b2b7-6682a1497bdc"",""Window.Focus"":""foreground"",""Window.Status"":""maximized"",""Window.Height"":665,""Window.Width"":929,""Window.ViewportContext"":""primary"",""UserInfo.Id"":""00000000-0000-0000-cf15-1bba42ff276c"",""UserInfo.TenantId"":""9188040d-6c67-4c5b-b112-36a304b66dad"",""UserInfo.Ring"":""general"",""UserInfo.ETag"":""\""qyQRjjx2SjsaJO581PV4FezxcnA02iV7RAuecokxxCo=\"""",""UserInfo.HostETag"":"""",""AppInfo.ExpIds"":""P-E-1289465-C1-4,P-E-1282684-3-5,P-E-1280975-2-4,P-E-1269436-2-9,P-E-1271912-2-4,P-E-1257067-2-9,P-E-1258037-C1-4,P-E-1258036-C1-4,P-E-1250946-4-4,P-E-1240106-2-9,P-E-1230612-4-4,P-E-1050530-C3-6,P-E-1046829-4-4,P-E-1006513-4-4,P-E-1103363-2-5"",""AppInfo.ExpRolloutIds"":"""",""AppInfo.Environment"":""life""}",click,calendarEventCardMeetingJoinButton,button,submit,Calendar,joinMeetingFromCalendarEventCard,meetup,,,,,,,,,calendar,CalendarApp,calendarEventCardMeetingJoinButton_button_click_joinMeetingFromCalendarEventCard,,
Web,Collab Action,Meeting,Community event - Joining through calender,Join the event from the calendar tab by clicking join button,Primary,"[00000000-0000-0000-cf15-1bba42ff276c] - CID[main] BILogger: Analytics: EventType: panelaction
v2/?clientexperience=t2&ring=general:6 [00000000-0000-0000-cf15-1bba42ff276c] - CID[main] BILogger: Analytics: Type: Calendar
v2/?clientexperience=t2&ring=general:6 [00000000-0000-0000-cf15-1bba42ff276c] - CID[main] BILogger: Analytics: Payload: {""mainEntityAction"":""view"",""mainEntityType"":""calendar"",""mainSlotApp"":""CalendarApp"",""Action.Gesture"":""click"",""Action.Outcome"":""submit"",""Action.Scenario"":""joinMainMeeting"",""Action.ScenarioType"":""Mtg_Calndr_Grid"",""Module.Name"":""joinMeetingButton"",""Module.Type"":""button"",""Panel.Region"":""main"",""Panel.Type"":""Calendar"",""EventInfo.Identifier"":""joinMeetingButton_button_click_joinMainMeeting"",""Entity.Type"":""calendar"",""DataBag.actionType"":""JoinOnline"",""DataBag.calendarType"":""User"",""DataBag.calendarSource"":""calendar_grid_event_card_join_button"",""Panel.WindowID"":""main"",""EventInfo.CorrelationId"":""Core-7b4df0de-e6b1-4d2b-b2b7-6682a1497bdc"",""Window.Focus"":""foreground"",""Window.Status"":""maximized"",""Window.Height"":665,""Window.Width"":929,""Window.ViewportContext"":""primary"",""UserInfo.Id"":""00000000-0000-0000-cf15-1bba42ff276c"",""UserInfo.TenantId"":""9188040d-6c67-4c5b-b112-36a304b66dad"",""UserInfo.Ring"":""general"",""UserInfo.ETag"":""\""qyQRjjx2SjsaJO581PV4FezxcnA02iV7RAuecokxxCo=\"""",""UserInfo.HostETag"":"""",""AppInfo.ExpIds"":""P-E-1289465-C1-4,P-E-1282684-3-5,P-E-1280975-2-4,P-E-1269436-2-9,P-E-1271912-2-4,P-E-1257067-2-9,P-E-1258037-C1-4,P-E-1258036-C1-4,P-E-1250946-4-4,P-E-1240106-2-9,P-E-1230612-4-4,P-E-1050530-C3-6,P-E-1046829-4-4,P-E-1006513-4-4,P-E-1103363-2-5"",""AppInfo.ExpRolloutIds"":"""",""AppInfo.Environment"":""life""}",click,joinMeetingButton,button,submit,Calendar,joinMainMeeting,Mtg_Calndr_Grid,,,,,,,,,calendar,CalendarApp,joinMeetingButton_button_click_joinMainMeeting,JoinOnline,
